metric_item_label,geo_label_citystate,geo_label_state,year,year1,value,race,gender,race_gender,race_gender1,metric_cat_label,metric_subcat_label,metric_item_label_subtitle,metric_cat_item_yaxis_label,geo_label_proxy_or_real,geo_label_proxy_footnote,geo_fips_desc,date_label_proxy_or_real,value_ci_flag_yesno,value_95_ci_low,value_95_ci_high
All Cancer Deaths,"Louisville, KY",KY,2012,2012,161.4626338,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",proxy,County level data were used,place,real,yes,154.9669491,168.2102647
All Cancer Deaths,"Long Beach, CA",CA,2015,2015,147.036589,Asian/PI,Female,Asian/PI Female,Asian/PI Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,124.7629251,173.587638
All Cancer Deaths,"Cleveland, OH",OH,2016,2016,119.2750589,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,95.50453158,148.0625137
All Cancer Deaths,"Washington, DC",DC,2017,2017,95.30605368,Asian/PI,Female,Asian/PI Female,Asian/PI Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,62.67362259,141.2020629
All Cancer Deaths,"Columbus, OH",OH,2014,2014,178.2242818,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,171.0988004,185.6224781
All Cancer Deaths,"Columbus, OH",OH,2019,2019,96.65909018,Asian/PI,Female,Asian/PI Female,Asian/PI Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,68.52965011,134.1755153
All Cancer Deaths,"Minneapolis, MN",MN,2018,2018,104.6119111,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,70.25884176,152.1359946
All Cancer Deaths,"San Diego, CA",CA,2011,2011,206.1785119,White,Male,White Male,White Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,197.0959716,215.6972821
All Cancer Deaths,"Indianapolis, IN",IN,2020,2020,148.0645376,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,110.7299395,197.2172637
All Cancer Deaths,"Minneapolis, MN",MN,2013,2013,209.1481376,White,Male,White Male,White Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,191.6622034,228.1638419
All Cancer Deaths,"Detroit, MI",MI,2016,2016,148.2444307,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,133.2588559,164.7677917
All Cancer Deaths,"New York City, NY",NY,2015,2015,174.2524455,White,Male,White Male,White Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,170.5126644,178.0768014
All Cancer Deaths,"San Jose, CA",CA,2022,2022,115.0857261,Hispanic,Both,,Hispanic Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,104.6327312,126.3823528
All Cancer Deaths,"New York City, NY",NY,2017,2017,158.6169877,White,Male,White Male,White Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,155.1136853,162.2036363
All Cancer Deaths,"El Paso, TX",TX,2014,2014,122.5235697,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,116.1427319,129.2056056
All Cancer Deaths,"New York City, NY",NY,2019,2019,141.3326119,White,Male,White Male,White Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,138.0366831,144.7118394
All Cancer Deaths,"Baltimore, MD",MD,20011,2021,136.6001921,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,90.61209107,200.7513134
All Cancer Deaths,"Oklahoma City, OK",OK,2021,2021,163.7126649,White,Male,White Male,White Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,153.4925984,174.5418461
All Cancer Deaths,"Denver, CO",CO,2018,2018,130.1775375,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,123.847952,136.907154
All Cancer Deaths,"Portland, OR",OR,2010,2010,366.0960255,Black,Male,Black Male,Black Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,275.8091573,481.9906457
All Cancer Deaths,"San Antonio, TX",TX,2013,2013,130.3657846,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,105.3969867,160.0213975
All Cancer Deaths,"Oklahoma City, OK",OK,2012,2012,241.9978771,Black,Male,Black Male,Black Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,205.5693271,284.1451122
All Cancer Deaths,"Kansas City, MO",MO,2020,2020,191.015712,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,180.4443799,202.0962266
All Cancer Deaths,"New York City, NY",NY,2014,2014,201.2316107,Black,Male,Black Male,Black Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,195.3707469,207.2370429
All Cancer Deaths,"San Diego, CA",CA,2016,2016,114.0241305,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,106.2066933,122.3447885
All Cancer Deaths,"Indianapolis, IN",IN,2016,2016,271.9402436,Black,Male,Black Male,Black Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,250.0477967,295.5384271
All Cancer Deaths,"Long Beach, CA",CA,2020,2020,155.8597283,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,145.9041771,166.4658848
All Cancer Deaths,"San Francisco, CA",CA,2018,2018,272.6694179,Black,Male,Black Male,Black Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,235.2833467,317.1011911
All Cancer Deaths,"Washington, DC",DC,2018,2018,105.058933,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,78.77880697,137.9302965
All Cancer Deaths,"Los Angeles, CA",CA,2020,2020,253.1710768,Black,Male,Black Male,Black Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,238.9531622,268.1152361
All Cancer Deaths,"Oklahoma City, OK",OK,2016,2016,133.9296642,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,126.8600598,141.3325669
All Cancer Deaths,"Milwaukee, WI",WI,2021,2021,315.6524414,Black,Male,Black Male,Black Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,289.8321082,343.6431484
All Cancer Deaths,"Boston, MA",MA,2020,2020,101.9133651,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,88.37996988,117.1168936
All Cancer Deaths,"Milwaukee, WI",WI,2010,2010,122.5734054,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,76.93848605,196.3851757
All Cancer Deaths,"Seattle, WA",WA,2021,2021,122.3510361,White,Both,,White Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,116.7457248,128.2581591
All Cancer Deaths,"Tucson, AZ",AZ,2013,2013,199.7419812,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,179.3874829,221.9701458
All Cancer Deaths,"Charlotte, NC",NC,2022,2022,105.2685834,Asian/PI,Both,,Asian/PI Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,75.28940963,147.1594521
All Cancer Deaths,"Oakland, CA",CA,2015,2015,140.2068634,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,110.2545225,177.1004612
All Cancer Deaths,"San Diego, CA",CA,2017,2017,132.6500436,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,120.0274838,146.3795719
All Cancer Deaths,"San Antonio, TX",TX,2011,2011,168.5841857,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,159.5596333,178.1721479
All Cancer Deaths,"San Jose, CA",CA,2019,2019,131.7445558,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,116.9784186,148.3025141
All Cancer Deaths,"Austin, TX",TX,2010,2010,231.6289111,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,202.1162306,264.5635499
All Cancer Deaths,"Denver, CO",CO,2021,2021,145.330175,Hispanic,Male,Hispanic Male,Hispanic Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,126.9889698,165.8635497
All Cancer Deaths,"Las Vegas, NV",NV,2013,2013,166.0913965,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",proxy,County level data were used,place,real,yes,160.4227327,171.9824743
All Cancer Deaths,"Boston, MA",MA,2010,2010,151.4865157,Asian/PI,Male,Asian/PI Male,Asian/PI Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,116.5075244,193.9118721
All Cancer Deaths,"Minneapolis, MN",MN,2018,2018,133.1802817,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,123.5287276,143.4387112
All Cancer Deaths,"Tucson, AZ",AZ,2013,2013,145.7850974,Asian/PI,Male,Asian/PI Male,Asian/PI Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,85.65994895,234.370371
All Cancer Deaths,"Long Beach, CA",CA,2016,2016,167.6248086,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,152.8586839,183.7950694
All Cancer Deaths,"Kansas City, MO",MO,2015,2015,180.8141912,Asian/PI,Male,Asian/PI Male,Asian/PI Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,98.57121006,311.8604591
All Cancer Deaths,"Cleveland, OH",OH,2012,2012,248.053394,Black,Both,,Black Both,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,235.8701936,260.7958266
All Cancer Deaths,"Austin, TX",TX,2017,2017,201.6324897,Asian/PI,Male,Asian/PI Male,Asian/PI Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,123.2732642,318.1918249
All Cancer Deaths,"Phoenix, AZ",AZ,2018,2018,111.3684544,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,106.0254245,117.0252379
All Cancer Deaths,"Phoenix, AZ",AZ,2020,2020,101.5938522,Asian/PI,Male,Asian/PI Male,Asian/PI Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,75.3444731,135.7737013
All Cancer Deaths,"Chicago, IL",IL,2022,2022,155.9866525,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,150.9488984,161.163203
All Cancer Deaths,"San Francisco, CA",CA,2022,2022,120.372665,Asian/PI,Male,Asian/PI Male,Asian/PI Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,109.8471585,131.8150113
All Cancer Deaths,"Columbus, OH",OH,2019,2019,120.8083968,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,114.874068,126.9911232
All Cancer Deaths,"Oklahoma City, OK",OK,2020,2020,122.5521047,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,114.6645628,130.9376256
All Cancer Deaths,"Philadelphia, PA",PA,2021,2021,143.9300987,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,136.9337788,151.4022612
All Cancer Deaths,"Tucson, AZ",AZ,2020,2020,179.1785535,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,170.8667415,187.8780421
All Cancer Deaths,"Austin, TX",TX,2022,2022,123.7732748,White,Female,White Female,White Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,114.0968122,134.3491664
All Cancer Deaths,"Detroit, MI",MI,2018,2018,201.5920996,All,Male,,All Male,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,192.2831763,211.2728845
All Cancer Deaths,"San Antonio, TX",TX,2010,2010,187.0074603,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,158.7742547,219.2552589
All Cancer Deaths,"New York City, NY",NY,2020,2020,100.5671358,All,Female,,All Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,99.05513981,102.1015118
All Cancer Deaths,"Milwaukee, WI",WI,2011,2011,205.0275651,Black,Female,Black Female,Black Female,Chronic Health Conditions,Cancer,"Deaths from all types of cancer (per 100,000 population, age-adjusted)","Per 100,000",real,,place,real,yes,187.8910345,223.4727308
